OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,SHAPE_Length
173105,Temple valley tracks,These short tramping tracks travel through mountain beech forest. ,Advanced,Various times,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8d0bcdc4163a4f638a2b21aaf8e4e4c0.jpg,https://www.doc.govt.nz/link/283671b718d34911bdcdc73141e7c434.aspx,2021/05/05 13:44:14+00,13659.409036847
173106,Terrace Walk ,The walk provides a good introduction to the rainforest of the Glacier Region as well and an opportunity to see glow worms after dark - it's a great option with children.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4e829b2866b042449a3baa4bbe41fca6.jpg,https://www.doc.govt.nz/link/c2ac3019d8e145ff9142a1fe696cb218.aspx,2021/05/05 13:44:15+00,779.299533873447
173107,The Chasm Walk,"Dramatic views of powerful waterfalls and water-sculpted shapes in the rocks will keep kids interested on this short, easy walk.",Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ae85116f16a74d8fbbc61f969d7cba71.JPG,https://www.doc.govt.nz/link/9cfe7802ddb64952b746f2e17ebb9d98.aspx,2021/05/05 13:44:15+00,457.988174875047
173108,Three Passes Route,"This classic summer tramp for experienced backcountry trampers crosses Harman Pass, Whitehorn Pass and Browning Pass/Noti Raureka. It gives the excitement, variety and contrast of a transalpine route.",Expert,4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/33926d8a74bd48e9acc2c9caddc980c0.jpg,https://www.doc.govt.nz/link/0de03093e3f3446cbabe63176cdafcda.aspx,2021/05/05 13:44:15+00,45152.0615305785
173109,Tikitapu Nature Walk,This short walk through beautiful forest has information panels about plant and birds along the way - it's a great option for children. ,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a6286798205948d187e639d0e3d21098.jpg,https://www.doc.govt.nz/link/a5d16b3299d94b3d8f110e834181f25e.aspx,2021/05/05 13:44:15+00,740.68647568158
173110,Timaru River Track,"From Lake Hāwea the track follows the Tīmaru River, crosses Mount Martha Saddle and descends into the Ahuriri Valley. It's a demanding tramp for experienced parties.",Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0659d19c236f463e8c57cc07b5ffebad.jpg,https://www.doc.govt.nz/link/c7490d4a56ed4d38846876919d2b5899.aspx,2021/05/05 13:44:15+00,45980.8344142975
173111,Tiritiri Matangi Island walks,"See a variety of native birds on the walks on this pest-free island, as well as views of the surrounding islands.","Easiest, Easy",20 min - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/580c801d658941eaac0d2779093e4359.jpg,https://www.doc.govt.nz/link/fe48f9931d9f4415ab05b2e578e2a1df.aspx,2021/05/05 13:44:15+00,11762.4572596047
173112,Titri Creek Track,See hundreds of wading birds on this family-friendly short walk into the Titri wetands.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a8bff2e89ae247aaa87a26dcdb51a9f4.jpg,https://www.doc.govt.nz/link/7656efaec6804296b00add62994384be.aspx,2021/05/05 13:44:16+00,718.069786479022
173113,"Toaroha, Hokitika, Lower Whitcombe Track",This route traverses rugged river valleys and crosses two alpine saddles. The alpine sections demand experience and good route finding skills in other than fine weather conditions.  ,"Advanced, Expert",4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/36b4a28a5f56490c93722a9351d6da57.jpg,https://www.doc.govt.nz/link/8fa0e624dc8c4b63bceb23f42018e3fa.aspx,2021/05/05 13:44:16+00,43561.1150300099
173114,Toaroha/Zit Saddle/Kokatahi/Lathrop Saddle/Styx River  Route ,This route traverses alpine ridges and crosses two alpine saddles. It demands experience and good route finding skills in other than fine weather conditions. ,"Advanced, Expert",3-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c3d5cd14d66b46cbab9a745284f572f4.jpg,https://www.doc.govt.nz/link/dd6c54ccea42480caa12dfae20f323c1.aspx,2021/05/05 13:44:16+00,30515.7192552871
173115,Tohumoana Lookout Track ,"This bush walk at Mimiwhangata offers superb views of Mimiwhangata, the coast and the Poor Knights Islands.",Easy,1 hr 30 min - 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/026a7ed5d6604f19abbe259bff92a97b.jpg,https://www.doc.govt.nz/link/939df875a34b4700a89292da5c4364d2.aspx,2021/05/05 13:44:16+00,4331.69269931255
173116,Tokatea Lookout Walking Track,"A short, steep track from the summit of Kennedy Bay Road, Coromandel Peninsula, leads to the Tokatea Lookout. ",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7f6a4e4d0b564aeaa0bbd3f43ab900bd.jpg,https://www.doc.govt.nz/link/6e4ee17a35634eb48f6adf233e03d330.aspx,2021/05/05 13:44:16+00,316.659792840696
173117,Tokatoka Scenic Reserve Track,Climb to the top of Tokatoka and enjoy the stunning 360-degree views. ,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5dd17aad2a5e4841be3c5c60c2e12af1.jpg,https://www.doc.govt.nz/link/dbf3b049640743ef985705b4e7032865.aspx,2021/05/05 13:44:17+00,291.435803121832
173118,Te Waiti Route,This route leads through the middle of the Urutawa Conservation Area. As it is rough and gorgy in places it is recommended for experienced trampers only. ,Expert,6 - 8 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/069673956cc24060bdc4e78d9c394e8a.aspx,2021/05/05 13:44:17+00,17336.9760757066
173119,Tomahawk Lagoon/41-Peg Track,Climb or moutain bike to Soldiers' Monument above Tomahawk Lagoon and take in commanding coastal views.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e12da6135e3345b19d1b119ed612d04d.jpg,https://www.doc.govt.nz/link/db7b8ac37dfe4c9aa08adcbeb177e6af.aspx,2021/05/05 13:44:17+00,402.240415917691
173120,Tongariro Alpine Crossing,"From November to May, trek across a volcanic alpine landscape of dramatic contrasts.

From June to October, snow and ice means alpine skills and experience are essential - it's best to go with guide or choose another track.",Intermediate,Nov-May: 7-8 hr | Jun-Oct: 9 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/060e60cab51c4a0692f470bd00a9b228.aspx,https://www.doc.govt.nz/link/5ce26066426b40609b2e077a8aeafc8c.aspx,2021/05/05 13:41:53+00,19100.6513178122
173121,Tongariro Northern Circuit,"Explore the volcanic heart of Tongariro National Park, a landscape of stark glacial contrasts and alpine views.",Intermediate,3-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1bccf73a539d49ce82416f17fb9908c2.jpg,https://www.doc.govt.nz/link/a144cba22bea411ea4b8023c828689d2.aspx,2021/05/05 13:44:18+00,41679.0559675899
173122,Tongariro River Trail,"Follow the banks of the Tongariro River alongside farmland and through native bush and urban areas, and enjoy magnificent river views - it's an easy, mainly flat track with multiple entry points so a great option for children. ",Easy,2 - 3 hours,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9ba4c5b7a16f4de8a5b37cdaa594d5ed.jpg,https://www.doc.govt.nz/link/f7a6048f329e4d9bafde4d68a5e6aba5.aspx,2021/05/05 13:44:18+00,14348.3514273365
173123,Top Dingle Hut Track ,A track climbs from Ahuriri valley over Dingleburn Pass and descends to Top Dingle Hut in Dingle Burn valley. ,Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/574881a99d3b4b4ebc75aadb0922f35a.jpg,https://www.doc.govt.nz/link/205252b5210e4001a9336b88e57abbc4.aspx,2021/05/05 13:44:18+00,2797.66223146398
173124,Toretore Island Walk,"Located near Russell, this short walk traverses Toretore Island. It takes you through a young tōtara forest with views of the inner Bay of Islands and Paihia's off-shore islands.",Easy,10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/01bc2fb5e26c427db947b0246f88bc7a.jpg,https://www.doc.govt.nz/link/645e261df7104939862209be2d9fe8ec.aspx,2021/05/05 13:44:18+00,348.833725485325
173125,Trains Track,Follow the Waitōtara River to Trains Hut.,Advanced,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fe77f85118ce44a896f0fe502922799d.jpg,https://www.doc.govt.nz/link/361c15a193b4449580b6c35c1d84dc7e.aspx,2021/05/05 13:44:18+00,12327.6408155215
173126,Tramline Track,The Tramline Track system traverses most of Great Barrier island at its widest point.,Advanced,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2de18e2a29d44e048f7053b0cefff7a5.jpg,https://www.doc.govt.nz/link/d8005f0a3bfb436b8ebb9f50e3286a40.aspx,2021/05/05 13:44:19+00,12355.8582085696
173127,Travers-Sabine Circuit,"Experience tranquil beech forests, fields of waving tussocks, 2000‑m‑high mountains and clear rushing streams in the heart of the mountains of Nelson Lakes National Park.",Advanced,4 - 7 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b63a329a77f844d892fe38c129f4f2b5.jpg,https://www.doc.govt.nz/link/86358329fa21453ea11162abc4a83b77.aspx,2021/05/05 13:44:19+00,84550.9763513693
173128,Tree Trunk Gorge tracks,"Walk or mountain bike through the Kaimanawa Forest Park taking in two spectacular gorges, and the characteristic beech and kamahi forest.",Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8213c7b925d84085b1bcfeeecde57e0c.jpg,https://www.doc.govt.nz/link/0c41e512c0f742b5841cd0c9fbefdcf5.aspx,2021/05/05 13:44:19+00,10256.4434633167
173129,Trotters Gorge tracks,"Discover river sculpted caves or great views out to sea, as well as see and hear many of New Zealand's bush birds, on these tracks from Trotters Gorge Campsite.","Easy, Advanced",30 min one way |2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c8b3f9070b1646ecad79beb6c23b26b2.jpg,https://www.doc.govt.nz/link/4913096353bb4237850c21b439fa58b4.aspx,2021/05/05 13:44:19+00,3361.78843574088
173130,Trounson Kauri Park Loop Track,Walk through a spectacular stand of kauri and experience the unique character of this ancient forest by day or night. ,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7295d8f1569a416e873616814a11a973.jpg,https://www.doc.govt.nz/link/d6770927350f4de1a4bf7056b2904fa9.aspx,2021/05/05 13:44:19+00,1520.58284077065
173131,Tuahu kauri walking tracks,These short walks feature kauri trees and are great for children.,Easy,40 - 50 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/74683f43e59b4cf0b1ee97870b32291b.aspx,2021/05/05 13:44:19+00,5423.76123585208
173132,Tuahu Track,This is an east-west crossing of the Kaimai Ranges used since the 1890s linking Katikati and Te Aroha. It can be walked in either direction.,Advanced,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/523acd9f6b884cab8e06ae80f3f4f33a.jpg,https://www.doc.govt.nz/link/74683f43e59b4cf0b1ee97870b32291b.aspx,2021/05/05 13:44:20+00,11589.210876946
173133,Tuhoto Ariki Trail,Specifically designed dual use trail through native bush with great downhills and some decent climbs for the mountain bikers. Starts from the highest point in Whakarewarewa Forest.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5345834f907643b091a838d01aa44f2b.jpg,https://www.doc.govt.nz/link/1a8f574f7cef406a92282525a6dcb1a4.aspx,2021/05/05 13:44:20+00,3532.19650403317
173134,Tui Track,"From Boyle village on SH7, you can pick up tracks that link the end of the St James Walkway with tracks in Hope valley and Doubtful River, Lake Sumner Forest Park.",Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/d80f52dd90ff417dae1851c0c3af43c5.aspx,2021/05/05 13:44:20+00,11206.254432025
173135,Tunnel Beach Track,"This short walk goes through an excavated tunnel kids will love, to a secluded beach and a spectacular, rocky coastline.



",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/47396f2bf444424095d91a88b2ca846e.jpg,https://www.doc.govt.nz/link/1cb0d5d418fe4ec893d92fe2c3a3bad7.aspx,2021/05/05 13:44:20+00,811.209813212866
173136,Tutoko Valley Route,This challenging tramping route leads up the Tutoko river valley through beech forest and open flats under impressive Fiordland mountain peaks.,Expert,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fa8732b3e0ed47f28ce6993c72ade208.jpg,https://www.doc.govt.nz/link/8283d3cad76b40f3b317019dea2c5627.aspx,2021/05/05 13:44:20+00,3196.47198123357
173137,Tutukaka Head tracks,"This short, easy walk leads to the coast and a lighthouse - it's a great option for kids.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3bbde11d950e4337861948449cf22dcc.aspx,https://www.doc.govt.nz/link/dfcce8f64fb74bebb124bcb3f873304c.aspx,2021/05/05 13:44:21+00,1314.58155853544
173138,Tweedies Gully Walk ,This short track takes you though a rare patch of coastal bush rich in bird and plant life to a high point. There are good coastal and sea views. It's an ideal walk for children.,Easy,1–2 hr return via same track,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ec809569718d43b1bcafd750f232e79f.aspx,https://www.doc.govt.nz/link/b51ea0a76c984bd7bcc0f48dcadc2d44.aspx,2021/05/05 13:44:21+00,1177.42627433385
173139,Twelve Mile Delta to Bob’s Cove Track,"Follow the shore of Lake Wakatipu and enjoy lake views, native bush and ancient marine sediments. Twelve Mile Delta was a location for Lord of the Rings' Ithilien Camp.",Easy,2 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7bc428c226594697b49667d7bcee0bfa.jpg,https://www.doc.govt.nz/link/4b62425b23304f29951a1adc3da73f1c.aspx,2021/05/05 13:44:21+00,6627.07553855658
173140,Twilight - Te Werahi Loop Track,The round-trip walk is 16 km in length and takes between 4 hours 30 minutes to 5 hours to complete. The track crosses farmlands and dunes. ,Advanced,4 hr 30 min - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d334c6bdcf14479ca5185dfb324b3907.jpg,https://www.doc.govt.nz/link/32822a5b571547a5a202e8e16f6487ba.aspx,2021/05/05 13:44:21+00,21303.1340824313
173141,Twilight Beach to Te Paki Stream ,This 4 hour 30 minute track leads you past Scott Point to the famous 90 Mile Beach and the Te Paki sand dunes.,Easy,4 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/17955d51e7024a1abab021d075dba36e.jpg,https://www.doc.govt.nz/link/8b800ac1712a499e949ba139a166c232.aspx,2021/05/05 13:44:21+00,6373.7315024715
173142,Twizel area tracks,There is a diverse range of tracks within a short distance of Twizel. ,"Easy, Advanced",Various: 15 min - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5e20b700b46942ec950ec02ad38e5980.aspx,https://www.doc.govt.nz/link/794e273eb2b84a2aa619a439f46bacd8.aspx,2021/05/05 13:44:21+00,44387.6858884655
173143,Twizel River Trail,This is a lovely walk alongside Twizel River.,Easy,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9a7154eecd7944e28a648506487bc215.aspx,https://www.doc.govt.nz/link/730cded735ca4c30895a5ccb7e876dd7.aspx,2021/05/05 13:44:21+00,11116.105127615
173144,Ulva Island/Te Wharawhara walking tracks,"Visit iconic Ulva Island/Te Wharawhara, the jewel of Rakiura National Park. Sample the delights of this open sanctuary via a series of well-formed tracks catering for all ages and levels of fitness. ","Easiest, Easy",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4b80c9751fee42e795a022c07685d22f.jpg,https://www.doc.govt.nz/link/a7035d27b4444bb28bdabfde827516e4.aspx,2021/05/05 13:44:21+00,4054.48795151333
173145,Upper Clutha River Track,Walk or cycle along the banks of the Clutha River near Lake Wānaka.,Easy,5 - 5 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5c8df8c768b54e60ae65fac856af0cb7.aspx,https://www.doc.govt.nz/link/49ab448996454560b386d7397e45c130.aspx,2021/05/05 13:44:21+00,18200.7885474825
173146,Upper Copland Valley Track,The Upper Copland Valley Track provides access to Douglas Rock Hut. It is suitable for well-equipped and experienced backcountry trampers and mountaineers only.,"Advanced, Expert",3 days +,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d667d5766d9b4f57a5488041f464df3f.aspx,https://www.doc.govt.nz/link/0caa9a58273341698dddebb7c65bc368.aspx,2021/05/05 13:44:21+00,29929.7092174532
173147,Urchin and Umukarikari tracks,Climb above the bush line to the exposed alpine ridge of Umukarikari and Mount Urchin. Enjoy fantastic views and access the Waipakihi valley and hut.,Advanced,1 - 2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/00ad4ce91a8b43d3bccdf1bda218f2df.jpg,https://www.doc.govt.nz/link/7c032c3c7cb04ec0af90e5f141c4d29f.aspx,2021/05/05 13:44:21+00,24943.9772923966
173148,Urupukapuka Island Walk,This walk around Urupukupuka Island features great views - it's suitable for older children.,Easy,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a3f16592658646189ac819e962697456.aspx,https://www.doc.govt.nz/link/a2cd064749254e169b9e976f68d1a64b.aspx,2021/05/05 13:44:23+00,11590.6616370877
173149,Veronica Loop Track,"This is pleasant walk uphill through changing alpine rainforest, with an optional detour to a lookout point offering views of the mountain and out to the coast.
",Easy,1 hr 30  min- 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cbf26772a3e444faa5229d1d92226a22.jpg,https://www.doc.govt.nz/link/428957db5e9e40cebdb7a0eb48d1e263.aspx,2021/05/05 13:44:23+00,2627.07740778642
173150,Visitor Centre to Kepler Track Carpark Walk,"This is an easy walking track along Te Anau lake edge to the start of the Kepler Track, with picnic, swimming and photo spots.",Easy,50 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/05f1bc4ef0244946a98d691cfdf3eac1.JPG,https://www.doc.govt.nz/link/440b190a903548d2b11d5ba2a90b5b2a.aspx,2021/05/05 13:44:23+00,2714.34908836629
173151,Visitor Centre to Te Anau Bird Sanctuary Walk,"Enjoy an easy walk along the lakeside in Te Anau that takes you to the bird sanctuary where you can see the rare, flightless takahē, kākā and other birds.      ",Easy,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b8fd6c3367d641659ad8daee8d6f56ba.aspx,https://www.doc.govt.nz/link/edf9ff9d87094ea09c2bbb7bd3355870.aspx,2021/05/05 13:44:23+00,741.214238978547
173152,Waiatiu Falls Track,"A 1 hour 30 minutes return walk, the Waiatiu Falls Track in Whirinaki Te Pua-a-Tāne Conservation Park leads through podocarp forest before reaching the picturesque falls. ",Easy,1 hr 15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9ed2f0984ae84c11a221ed6c52873def.aspx,https://www.doc.govt.nz/link/44f8aed2e1a74b41babf355ef44394e7.aspx,2021/05/05 13:44:23+00,1591.14495515518
173153,Waiau Falls and Kauri Grove Lookout Walk,Visit a popular swimming hole at Waiau Falls and view a mature kauri grove on this walk. ,Easiest,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/78bec25530f5498e9595046cbf2de009.jpg,https://www.doc.govt.nz/link/a98de5c6ae6f44fa809859d3ce2e9f29.aspx,2021/05/05 13:44:23+00,70.688112970346
173154,Waihaha and Waihora tracks,"Explore the remote bush, cliffs and waterfalls of the Western Bays of Lake Taupō. Normally accessible only by boat, these trails take you through a variety of landscapes with fantastic lookout points.",Easy,3 hr 30 min | 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/69e9c51015b94c888101d16564a63736.jpg,https://www.doc.govt.nz/link/debab29dec5346c1980ddb3aa7799886.aspx,2021/05/05 13:44:23+00,24373.9158383003
173155,Waikakaho/Cullen Creek Walkway,"This walkway follows an old goldminer's trail across the range between the Wairau Valley and Linkwater. It can be walked or ridden in one day, but you will need to arrange transport between the road ends.",Advanced,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ea8ce0e9e7714962ab5d183aba221075.jpg,https://www.doc.govt.nz/link/725aa76dad0345abaf8c50f58a5f7e2c.aspx,2021/05/05 13:44:24+00,13638.7398416899
173156,Waikawau Track ,This route for intrepid trampers is the longest track to Leitch's Hut. ,Advanced,14 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c50d9fd6d5a547d38624b5b635e552f1.jpg,https://www.doc.govt.nz/link/8fea580154294446966764c4f4ea365d.aspx,2021/05/05 13:44:24+00,10707.3355445522
173157,Waima Main Range Track,This rugged and challenging track passes over some of Northland's highest points and offers occasional views over the surrounding forest and mountain range.  Listen to Kokako around the Oraora Saddle.,Advanced,10 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/d5f97a582f784345b4cdd00738f52e33.aspx,2021/05/05 13:44:24+00,14100.6255072296
173158,Waimamaku Coastal Track,Discover wide open beaches and rocky headlands on the rugged coastline between the Hokianga Harbour and the majestic Waimamaku River.,Easy,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/af35f9dea9d84fc1a737332c7cd70454.jpg,https://www.doc.govt.nz/link/9e1b518a094f4be7ba96d4dcc4416ace.aspx,2021/05/05 13:44:24+00,9473.07428869656
173159,Waingongoro Hut tracks,"Waingongoro Hut is a good overnight tramp for families with children and new trampers - walk through goblin forest, stop for a swim in lava-formed pools, and cross the highest swing bridge in Egmont National Park.",Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2802627e580f480ba1bd092f1f952a7e.jpg,https://www.doc.govt.nz/link/a5180a24b7204c458ec6ac37314588d5.aspx,2021/05/05 13:44:24+00,3499.48056468325
173160,Wainui Falls Track,"A short walk through lush native bush leads to the cascading Wainui Falls, the largest and most accessible falls in Golden Bay/Mohua - there's a long swing bridge for children to enjoy as well.",Easy,1 hr 20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9bf9ad01652f46c5982dceea4ac96fca.aspx,https://www.doc.govt.nz/link/3760c5fc65be400a9df7706ef6e3abff.aspx,2021/05/05 13:41:54+00,1706.75636248761
173161,Waiomu Kauri Grove Walk,"A 2-hour return walk allows you to visit one of the Coromandel Peninsula’s finest remaining kauri stands, Waiomu Kauri Grove. ",Easy,2 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0d7a53d8b3cd41c9aed7d133957946a4.aspx,https://www.doc.govt.nz/link/fc697cab5fe140c89385a7cc33469645.aspx,2021/05/05 13:44:24+00,2458.83466036904
173162,Waiorongomai Valley tramping tracks,Explore pack tracks and tramlines from gold mining days - the shorter option is suitable for children and follows New Zealand’s oldest known railway (1882-83) with the original rail still in place.,Advanced,2 or 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9150b3e36afe4d7b8a7df4b7a21e1947.jpg,https://www.doc.govt.nz/link/9ea758e0529e449ba716fc8985527da6.aspx,2021/05/05 13:44:24+00,10859.1627274219
173163,Waiotemarama Waterfall Walk,Walk to the beautiful Waiotemarama Waterfall which cascades 20m down through the pristine rainforest.,Easiest,30 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2423fb7c8483459191e862145387d166.jpg,https://www.doc.govt.nz/link/1e43a8a626264362a7a5980b4832635a.aspx,2021/05/05 13:44:24+00,539.971881285255
173164,Waipakihi River tracks,"Head up the Waipakihi River Valley, a popular option for hunters to access the tops, or a great day out for swimming in the summer.",Expert,Various times,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ba2fc8be83544ebba541444a8cb195d8.jpg,https://www.doc.govt.nz/link/d2ab35cd0b0744dfb5c111910cdce233.aspx,2021/05/05 13:44:24+00,3184.24263021366
173165,Waipapa River Track,The Waipapa River Track is a scenic two-day tramp that follows the Waipapa River through the heart of Puketi Forest. The tramp is only recommended for experienced and well-equipped trampers.,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fe5763a1820b4eb29e504b83fd232c2a.jpg,https://www.doc.govt.nz/link/f86f8c7b6ad34572abd38a6d95624c56.aspx,2021/05/05 13:44:24+00,11635.6913233512
173166,Waipehi Walk,"Starting from Motutere Bay on the eastern shores of Lake Taupō take in the views, the native bush and the volcanic heritage of the area.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b67023806efd4b79b91039451aed06d2.jpg,https://www.doc.govt.nz/link/fe12df4c5f4247d6b82ecc3a5fed71b7.aspx,2021/05/05 13:44:24+00,1310.65533977217
173167,Waipu Caves Track,"From the caves, a 2-km walk leads you through a picturesque karst limestone landscape across farmland and regenerating bush to a point where you can take in the magnificent views. Within the entrance to the caves themselves, you will find stalactites, sta",Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1d9607d1b14944af9ab551d429d70f62.jpg,https://www.doc.govt.nz/link/bd2c0e4ab2174b83938f8eebe7aa0265.aspx,2021/05/05 13:44:24+00,1737.86849337791
173168,Wairakau Stream Track,This track is for experienced trampers. It first climbs over a saddle to an old farm road and then descends through regenerating forest to Wairakau Stream. It ends at Lane Cove Hut.,Intermediate,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3089a11395f843f692adcc4b4e5a46dd.jpg,https://www.doc.govt.nz/link/04e8e90b6b284140811b36194329806c.aspx,2021/05/05 13:44:26+00,5277.15866602179
173169,Wairau Lagoons Walkway,"This flat loop track, ideal for kids, follows the lagoon shoreline with good bird watching to the rusting remains of the Waverley ship.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b287ab94ea6c46b583d59461afc5e2f0.jpg,https://www.doc.govt.nz/link/6629eaaadc5b43fc8a3928723929d093.aspx,2021/05/05 13:44:26+00,8363.09053643772
173170,Wairēinga/Bridal Veil Falls  ,"Walk to the top and down to the base of these spectacular 55 m falls. The track is to the top of the falls is suitable for wheelchairs and buggies.
",Easiest,10 min | 20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2f0bb9533038480682ef85b4f0c61606.jpg,https://www.doc.govt.nz/link/c786d2387d0d45a0b3a2ef97c94509aa.aspx,2021/05/05 13:44:26+00,758.122774616711
173171,Wairepo Kettleholes Track,Wairepo Kettleholes provide a feeding area for both native and introduced birds. ,Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c915c820c5b44aa18d51ad51f9277ccc.jpg,https://www.doc.govt.nz/link/df0cc6d08ae944cb8d8ffde71f27870b.aspx,2021/05/05 13:44:26+00,2688.62334050358
173172,Wairere Falls Track,Wairere Falls Track weaves its way through moss covered rocks and tree roots. Large round boulders form natural pools and cascading waterfalls.,"Easy, Advanced",3–4 hr return via same track,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/058f05e8896d47619689139e2f125b2b.jpg,https://www.doc.govt.nz/link/0c42aa023b23476794acff7a47a51c10.aspx,2021/05/05 13:44:26+00,3422.49681859368
