,name,type,time_h,length_km,lng,lat,url
2317,Sentinel Rock Walk,Short Walk,0.11666666666666667,0.24, 170.167051, -43.424568,sentinel-rock-walk
2318,Sentry Box to Pohatu Trig Track,Tramping Track,21.05,2.94, 176.261919, -39.656834,sentry-box-to-pohatu-trig-track
2319,Sentry Box Track Jct to Parks Peak Track Jc,Tramping Track,5.0,1.94, 176.259385, -39.664162,sentry-box-track-jct-to-parks-peak-track-jc
2320,Separation Point Track,Great Walk,13.133333333333333,3.04, 172.995634, -40.783950,separation-point-track
2321,Seven Mile Pt Track,Walking Track,11.116666666666667,2.85, 168.590617, -45.057756,seven-mile-pt-track
2322,Seven Pines to Summit,Walking Track,3.1,1.01, 174.803679, -41.155300,seven-pines-to-summit
2323,Seven Pines Track,Walking Track,2.15,0.6, 174.812483, -41.158246,seven-pines-track
2324,Sh38 to Whakatakaa Hut,Tramping Track,4.4,9.85, 177.001498, -38.692410,sh38-to-whakatakaa-hut
2325,Shag Point Track,Tramping Track,0.016666666666666666,0.03, 173.796807, -41.258844,shag-point-track
2326,Shag Rock Track,Walking Track,0.08333333333333333,0.22, 174.862985, -41.259142,shag-rock-track
2327,Shakespeare Flat Track,Tramping Track,12.066666666666666,2.47, 172.456017, -40.874207,shakespeare-flat-track
2328,Shakespeare Track Junction to Gouland Hut,Great Walk,7.883333333333333,17.65, 172.353386, -40.890648,shakespeare-track-junction-to-gouland-hut
2329,Shallow Bay Track,Tramping Track,1.0,0.39, 167.618371, -45.492179,shallow-bay-track
2330,Shamrock Creek Walk,Walking Track,1.1333333333333333,0.73, 171.124282, -42.675396,shamrock-creek-walk
2331,Sharlands Track,Tramping Track,2.7333333333333334,4.38, 173.339524, -41.264026,sharlands-track
2332,Sharplin Falls Track,Walking Track,3.1,1.08, 171.409936, -43.625388,sharplin-falls-track
2333,Sheep Track Te Kauri Park,Tramping Track,1.1166666666666667,0.37, 174.976501, -38.069392,sheep-track-te-kauri-park
2334,Shek Harn Historic Reserve Track,Walking Track,4.016666666666667,1.5, 169.204439, -45.236564,shek-harn-historic-reserve-track
2335,Sheridan Creek Rail Track,Track - historic,4.05,1.63, 175.224360, -40.895184,sheridan-creek-rail-track
2336,Shilmar Track,Tramping Track,3.466666666666667,7.81, 169.692506, -44.693520,shilmar-track
2337,Shine Falls Track,Walking Track,5.116666666666666,1.93, 176.851977, -39.102033,shine-falls-track
2338,Ship Cove Waterfall Walk,Walking Track,3.0,0.9, 174.234495, -41.094627,ship-cove-waterfall-walk
2339,Shirt Tail Track,Walking Track,4.066666666666666,0.97, 168.711808, -45.327724,shirt-tail-track
2340,Shorts - Toka Track,Tramping Track,22.083333333333332,4.34, 176.024965, -39.990801,shorts-toka-track
2341,Shotover Saddle Route,Route,2.6833333333333336,2.78, 168.680737, -44.520134,shotover-saddle-route
2342,Shutes Hut to Taruarau Biv,Tramping Track,2.8333333333333335,4.69, 176.270388, -39.542429,shutes-hut-to-taruarau-biv
2343,Shutes Hut to Taruarau River Track,Tramping Track,3.0833333333333335,1.02, 176.293696, -39.510384,shutes-hut-to-taruarau-river-track
2344,Siberia Track,Easy Tramping Track,3.5166666666666666,6.9, 169.049376, -44.238013,siberia-track
2345,Sidewinder Trk Woolshed Creek,Easy Tramping Track,3.1,0.92, 171.303887, -43.622959,sidewinder-trk-woolshed-creek
2346,Sidle 73 Track,Easy Tramping Track,2.0833333333333335,1.05, 171.737818, -43.145093,sidle-73-track
2347,Signal Station Track,Short Walk,1.05,0.54, 173.370016, -35.536708,signal-station-track
2348,Silica Rapids Upper Track,Walking Track,12.1,3.24, 175.528166, -39.206939,silica-rapids-upper-track
2349,Silverpeaks Swampy Ridge Route,Route,15.05,3.86, 170.490436, -45.761923,silverpeaks-swampy-ridge-route
2350,Silverpeaks Yellow Ridge Route,Route,6.75,13.79, 170.461909, -45.750836,silverpeaks-yellow-ridge-route
2351,Silverstream Track,Tramping Track,5.083333333333333,10.41, 173.114186, -41.799280,silverstream-track
2352,Six Discs Track,Tramping Track,5.05,1.27, 175.370577, -40.681886,six-discs-track
2353,Six Foot Track,Tramping Track,2.066666666666667,3.94, 173.472643, -35.513590,six-foot-track
2354,Six Foot Track - Makomako Hut to Ruas Track J,Tramping Track,3.1666666666666665,7.48, 177.114135, -38.574700,six-foot-track-makomako-hut-to-ruas-track-j
2355,Six Foot Track - Tawhana to Te Motiwha Sad,Tramping Track,6.4,12.15, 177.102191, -38.489790,six-foot-track-tawhana-to-te-motiwha-sad
2356,Six Foot Track - Te Motiwhai Saddle to Mako,Tramping Track,4.95,9.99, 177.128279, -38.536329,six-foot-track-te-motiwhai-saddle-to-mako
2357,Six Mile Walkway,Walking Track,1.15,2.69, 172.336211, -41.885778,six-mile-walkway
2358,Skippers Rd to Atley Terrace Track,Tramping Track,14.05,3.59, 168.653406, -44.923418,skippers-rd-to-atley-terrace-track
2359,Skyline Walk,Walking Track,3.1,0.72, 172.314163, -41.800168,skyline-walk
2360,Slapjack Saddle Track,Tramping Track,7.516666666666667,16.09, 169.060950, -45.098835,slapjack-saddle-track
2361,Slate River Junction to Boulder Lake Hut,Tramping Track,5.6,11.44, 172.579240, -40.822510,slate-river-junction-to-boulder-lake-hut
2362,Smith Creek to Cone Hut,Easy Tramping Track,3.7666666666666666,9.94, 175.277916, -41.053798,smith-creek-to-cone-hut
2363,Smith Stream Hut to Tops Track,Tramping Track,13.016666666666667,1.78, 176.153517, -39.841468,smith-stream-hut-to-tops-track
2364,Smoothwater/smoothwater Bay Tracks,Tramping Track,13.05,4.02, 168.617461, -43.978543,smoothwater-smoothwater-bay-tracks
2365,Smugglers Track,Walking Track,21.15,5.03, 174.529548, -35.859793,smugglers-track
2366,Snow White Clearing Track,Route,21.016666666666666,4.46, 167.531385, -45.622812,snow-white-clearing-track
2367,Snowdens Bush Walk,Walking Track,1.1,0.79, 173.103833, -41.369167,snowdens-bush-walk
2368,Snowy Battery Walking Track,Walking Track,22.15,5.29, 171.821419, -42.297078,snowy-battery-walking-track
2369,Snowy River Bridge to Maymorn Saddle,Tramping Track,4.566666666666666,9.57, 175.160799, -40.964694,snowy-river-bridge-to-maymorn-saddle
2370,South Awa Nohoaka Track,Tramping Track,3.1166666666666667,1.47, 169.373680, -44.729851,south-awa-nohoaka-track
2371,South Bay Fully Accessible Walk,Short Walk,1.0,0.39, 173.688632, -42.425261,south-bay-fully-accessible-walk
2372,South Bay to Scarborough St,Walking Track,2.0833333333333335,1.03, 173.681720, -42.419510,south-bay-to-scarborough-st
2373,South Branch Wilkin Track,Tramping Track,21.066666666666666,3.54, 168.872351, -44.290323,south-branch-wilkin-track
2374,South East Beaches Track,Walking Track,1.0,2.45, 174.946428, -36.813898,south-east-beaches-track
2375,South Face Tk - Rhyolite to Woolshed Crk,Tramping Track,2.05,3.96, 171.326095, -43.601918,south-face-tk-rhyolite-to-woolshed-crk
2376,South Face Tk-staveley Ridge to Rhyolite,Tramping Track,2.95,6.36, 171.382391, -43.630098,south-face-tkstaveley-ridge-to-rhyolite
2377,South Face Track- Sharplin to Staveley R,Tramping Track,21.083333333333332,3.6, 171.382391, -43.630098,south-face-track-sharplin-to-staveley-r
2378,South Fork Track,Easy Tramping Track,2.966666666666667,5.34, 175.382227, -36.187327,south-fork-track
2379,South Ohau Hut to Girdlestone Saddle,Route,11.083333333333334,1.99, 175.390226, -40.717670,south-ohau-hut-to-girdlestone-saddle
2380,South Ohau Hut to Yeates/dora Junction,Tramping Track,12.0,1.68, 175.390226, -40.717670,south-ohau-hut-to-yeates-dora-junction
2381,South Potters Track,Tramping Track,5.05,2.05, 169.017921, -45.147471,south-potters-track
2382,South Ridge Route,Route,23.0,3.04, 171.225036, -43.897974,south-ridge-route
2383,South Saddle Track,Tramping Track,0.15,0.32, 174.999391, -41.344597,south-saddle-track
2384,South Side River Walk,Short Walk,0.1,0.29, 170.959694, -42.727206,south-side-river-walk
2385,South Track Junction to Thorpe Hide,Walking Track,1.0,0.46, 174.915243, -41.104865,south-track-junction-to-thorpe-hide
2386,Southern Dv Walk,Walking Track,22.016666666666666,5.32, 174.232107, -35.226008,southern-dv-walk
2387,Southern Summit Route,Tramping Track,13.066666666666666,1.78, 174.069199, -39.309783,southern-summit-route
2388,Southern Summit Track,Walking Track,1.0,0.38, 174.866127, -41.257986,southern-summit-track
2389,Spa/huka Walkway,Walking Track,1.1,2.78, 176.085496, -38.669472,spa-huka-walkway
2390,Sparrowhawk Track,Tramping Track,3.216666666666667,4.89, 176.230267, -39.742107,sparrowhawk-track
2391,Speargrass Track,Easy Tramping Track,3.033333333333333,6.51, 172.752354, -41.851818,speargrass-track
2392,Speargrass-angelus Route,Tramping Track,22.1,3.98, 172.752354, -41.851818,speargrassangelus-route
2393,Spit Walk,Walking Track,22.116666666666667,7.26, 172.755568, -40.515475,spit-walk
2394,Spotts Creek Track,Tramping Track,7.85,15.16, 169.091668, -44.773437,spotts-creek-track
2395,Square Kauri Short Walk,Short Walk,0.08333333333333333,0.09, 175.571243, -36.989672,square-kauri-short-walk
2396,St Arnaud Range Track - Lower Section,Tramping Track,23.033333333333335,3.61, 172.880144, -41.823213,st-arnaud-range-track-lower-section
2397,St Arnaud Range Track - Top Section,Tramping Track,4.016666666666667,0.75, 172.885301, -41.826274,st-arnaud-range-track-top-section
2398,St James Car Park - Cann Gorge Hut Track,Easy Tramping Track,3.4333333333333336,7.38, 172.401476, -42.379524,st-james-car-park-cann-gorge-hut-track
2399,St James W/way - Anne Hut to Christopher,Easy Tramping Track,5.216666666666667,13.69, 172.517927, -42.355372,st-james-w-way-anne-hut-to-christopher
2400,St James W/way-boyle Shelter to Magdal,Easy Tramping Track,3.6833333333333336,9.4, 172.385798, -42.516695,st-james-w-wayboyle-shelter-to-magdal
2401,St James W/way-magdalen Bridge to Anne,Easy Tramping Track,4.883333333333333,11.87, 172.471938, -42.490543,st-james-w-waymagdalen-bridge-to-anne
2402,St James Walkway - Ada Pass to Christoph,Easy Tramping Track,4.1,10.63, 172.565426, -42.288575,st-james-walkway-ada-pass-to-christoph
2403,St James-anne Saddle to Anne Hut,Easy Tramping Track,2.7333333333333334,6.55, 172.474157, -42.393088,st-jamesanne-saddle-to-anne-hut
2404,St Pauls Rock Track,Walking Track,2.1166666666666667,0.68, 173.751065, -35.046295,st-pauls-rock-track
2405,Stanfield Hut to Cattle Ck Hut,Tramping Track,14.066666666666666,3.21, 176.067833, -40.065802,stanfield-hut-to-cattle-ck-hut
2406,Stanfield/takapari/tamaki R Track - Stanfie,Tramping Track,1.1333333333333333,1.13, 176.048220, -40.088062,stanfield-takapari-tamaki-r-track-stanfie
2407,Stanley River Track,Tramping Track,6.416666666666667,16.14, 172.660682, -42.316026,stanley-river-track
2408,Starveall - Slaty Alpine Route,Route,4.35,8.98, 173.303640, -41.506914,starveall-slaty-alpine-route
2409,Starveall Hut to Starveall Rd Route,Route,15.016666666666667,3.49, 173.207229, -41.449595,starveall-hut-to-starveall-rd-route
2410,State H/way 38  to  Kanohirua Hut,Tramping Track,13.083333333333334,3.16, 177.013017, -38.616383,state-h-way-38-to-kanohirua-hut
2411,Station Bay Access Track,Walking Track,1.1333333333333333,0.62, 174.922734, -36.746479,station-bay-access-track
2412,Station Road Beach Access,Walking Track,0.016666666666666666,0.06, 174.468077, -35.879850,station-road-beach-access
2413,Steadman Brow Access Route,Route,2.1,2.42, 171.011672, -43.104101,steadman-brow-access-route
2414,Steele Ck Track-upper Caples-greenstone,Tramping Track,6.166666666666667,13.42, 168.212462, -44.960463,steele-ck-trackupper-caplesgreenstone
2415,Stern Hut to Ghost Lake Hut,Easy Tramping Track,7.25,11.8, 172.158780, -41.700210,stern-hut-to-ghost-lake-hut
2416,Sterns Saddle to Back Ridge Biv Track,Tramping Track,11.1,2.68, 176.330278, -39.288076,sterns-saddle-to-back-ridge-biv-track
2417,Sth Borland Track,Tramping Track,23.05,5.97, 167.509107, -45.750003,sth-borland-track
2418,Sth Huxley Route,Route,21.083333333333332,4.97, 169.746479, -44.041355,sth-huxley-route
2419,Sth Temple Track,Tramping Track,2.8,6.99, 169.814319, -44.106429,sth-temple-track
2420,Stilwell Bay Track,Easy Tramping Track,0.05,0.08, 173.042673, -40.973081,stilwell-bay-track
2421,Stockyard Cove Track,Tramping Track,2.0833333333333335,1.13, 167.497866, -45.545812,stockyard-cove-track
2422,Stone Hut to Taipo Bridge,Route,5.966666666666667,12.47, 172.421332, -41.424922,stone-hut-to-taipo-bridge
2423,Stone Huts Track,Tramping Track,5.033333333333333,1.64, 173.578097, -41.417849,stone-huts-track
2424,Stone Wharf Track,Walking Track,0.05,0.1, 173.759860, -41.114719,stone-wharf-track
2425,Stonehurst Track,Tramping Track,6.033333333333333,13.58, 170.073307, -45.539367,stonehurst-track
2426,Stony Bay Mountainbike Track,Tramping Track,3.35,6.72, 175.405115, -36.482030,stony-bay-mountainbike-track
2427,Stony River Route,Tramping Track,21.033333333333335,4.92, 173.989617, -39.267082,stony-river-route
2428,Stony River Ww - Short Walk,Walking Track,1.0,0.45, 173.876026, -39.193631,stony-river-ww-short-walk
2429,Stour Track - Formed,Easy Tramping Track,5.266666666666667,14.24, 171.268918, -43.645704,stour-track-formed
2430,Stratford Plateau Viewpoint Walk,Short Walk(disabled),0.06666666666666667,0.14, 174.100516, -39.307476,stratford-plateau-viewpoint-walk
2431,Stream Easement,Tramping Track,2.066666666666667,1.16, 171.326615, -43.315568,stream-easement
2432,Struan Flat Rd/telford Burn,Tramping Track,4.55,11.43, 167.863885, -45.922029,struan-flat-rd-telford-burn
2433,Styx Road End to Grassy Flat Hut Track,Tramping Track,5.2,12.24, 171.291958, -42.892179,styx-road-end-to-grassy-flat-hut-track
2434,Suction Dredge Walk,Walking Track,0.13333333333333333,0.39, 169.830066, -43.408909,suction-dredge-walk
2435,Sugarloaf Rtbn to Rockburn Jcn Track,Tramping Track,2.6666666666666665,4.33, 168.271143, -44.683110,sugarloaf-rtbn-to-rockburn-jcn-track
2436,Sugarloaf Swingbridge to Flats Hut,Walking Track,2.716666666666667,6.02, 168.213305, -44.725055,sugarloaf-swingbridge-to-flats-hut
2437,Summit Track,Tramping Track,21.033333333333335,3.14, 172.336363, -43.192091,summit-track
2438,Summit Wway  Mt Herbert to Port Levy,Tramping Track,22.15,5.32, 172.783828, -43.715042,summit-wway-mt-herbert-to-port-levy
2439,Sunny Elliots Track,Tramping Track,21.116666666666667,4.86, 168.937583, -45.134950,sunny-elliots-track
2440,Sunrise Peak Route,Route,3.4833333333333334,5.37, 172.534064, -41.612318,sunrise-peak-route
2441,Sunrise Track,Easy Tramping Track,3.2333333333333334,5.28, 176.164796, -39.782466,sunrise-track
2442,Sunrise Track to Waipawa River,Tramping Track,4.133333333333334,1.04, 176.182438, -39.792732,sunrise-track-to-waipawa-river
2443,Sutton Salt Lake Walking Track,Walking Track,11.05,3.42, 170.087120, -45.565137,sutton-salt-lake-walking-track
2444,Swamp Forest Walk Ship Creek,Short Walk(disabled),1.1,0.74, 169.149402, -43.760651,swamp-forest-walk-ship-creek
2445,Swamp Track,Walking Track,4.05,1.64, 176.193703, -39.801569,swamp-track
2446,Sweetwaters Track,Walking Track,3.05,1.52, 173.198220, -35.058354,sweetwaters-track
2447,Swimmers Beach Walk,Short Walk,1.15,0.87, 170.901754, -42.794456,swimmers-beach-walk
2448,Swimming Hole Track Aongatete,Walking Track,1.0666666666666667,0.47, 175.910687, -37.670713,swimming-hole-track-aongatete
2449,Swinn River Track,Tramping Track,2.066666666666667,5.51, 171.251615, -43.485886,swinn-river-track
2450,Sylvester Lakes Track,Tramping Track,3.65,6.95, 172.683356, -41.104897,sylvester-lakes-track
2451,T. Carter Suspension Bridge to Taipo Swi,Tramping Track,1.0666666666666667,2.51, 172.382905, -41.395846,t-carter-suspension-bridge-to-taipo-swi
2452,T.a. (comyns Hut to Clent H Saddle),Tramping Track,4.116666666666666,8.68, 171.293009, -43.443323,ta-comyns-hut-to-clent-h-saddle
2453,T.a. (glenariffe Easemt to Comyns),Tramping Track,4.95,11.6, 171.367019, -43.428763,ta-glenariffe-easemt-to-comyns
2454,T.a. Buicks Bridge-potts Bridge,Tramping Track,8.216666666666667,21.57, 170.953682, -43.577230,ta-buicks-bridgepotts-bridge
2455,T.a. Bush Stream,Tramping Track,14.45,30.93, 170.686489, -43.720338,ta-bush-stream
2456,T.a. Clent Hills Saddle-double Hut Junct,Tramping Track,3.85,7.62, 171.252905, -43.491586,ta-clent-hills-saddledouble-hut-junct
2457,Tableland / Lake Peel Track,Tramping Track,22.15,5.64, 172.629811, -41.184722,tableland-lake-peel-track
2458,Tableland Jctn to Leslie/peel Confluence,Tramping Track,3.5833333333333335,6.08, 172.629811, -41.184722,tableland-jctn-to-leslie-peel-confluence
2459,Tac  Soda Springs Jn-red Crater,Great Walk,21.066666666666666,3.98, 175.624939, -39.140087,tac-soda-springs-jnred-crater
2460,Tac Mangatepopo Roadend-soda Springs Jn,Walking Track,15.066666666666666,4.38, 175.581001, -39.144497,tac-mangatepopo-roadendsoda-springs-jn
2461,Tac Red Crater - Ketetahi Hut,Great Walk,2.783333333333333,5.18, 175.648646, -39.136835,tac-red-crater-ketetahi-hut
2462,Tahakopa Bay Possumers Track,Track - historic,5.1,2.71, 169.473823, -46.552584,tahakopa-bay-possumers-track
2463,Tahakopa Bay Walk,Short Walk,2.1166666666666667,1.32, 169.471916, -46.552392,tahakopa-bay-walk
2464,Taheke Track,Walking Track,1.0333333333333334,2.43, 174.413044, -35.680028,taheke-track
2465,Tahuanui 1- Kani Campground to Halfway,Tramping Track,14.116666666666667,3.74, 175.083287, -37.966778,tahuanui-1-kani-campground-to-halfway
2466,Tahuanui 2- Halfway to Tirohanga Junctn,Tramping Track,14.116666666666667,3.45, 175.100640, -37.989888,tahuanui-2-halfway-to-tirohanga-junctn
2467,Tahuna Coastal Walk,Walking Track,1.15,3.35, 174.456612, -35.936771,tahuna-coastal-walk
2468,Tahunatira Point Walking Track,Walking Track,4.05,2.14, 175.966707, -38.689730,tahunatira-point-walking-track
2469,Tahupo to Puteore Hut Route,Route,3.2,7.67, 174.780161, -39.428747,tahupo-to-puteore-hut-route
2470,Taieri Diversion Tunnel Track (ocrt),Tramping Track,1.05,0.37, 170.278798, -45.279099,taieri-diversion-tunnel-track-ocrt
2471,Taieri River Walk,Walking Track,2.033333333333333,4.41, 170.169876, -46.036095,taieri-river-walk
2472,Tailrace Walk,Walking Track,2.1,0.9, 171.520118, -42.405769,tailrace-walk
2473,Taipo Bridge to Little Wanganui Saddle,Route,4.183333333333334,7.27, 172.292066, -41.393489,taipo-bridge-to-little-wanganui-saddle
2474,Taita Bridle Track,Tramping Track,2.05,4.12, 173.505051, -35.542068,taita-bridle-track
2475,Takapari Road to Diggers,Tramping Track,3.1166666666666667,5.74, 176.011934, -40.088019,takapari-road-to-diggers
2476,Takarua Hut  to  Tawhiwhi Hut,Tramping Track,2.85,5.69, 177.006824, -38.480121,takarua-hut-to-tawhiwhi-hut
2477,Tama Lakes Track,Walking Track,12.05,3.79, 175.593927, -39.197384,tama-lakes-track
2478,Tamahunga Track,Tramping Track,13.066666666666666,2.61, 174.725992, -36.313878,tamahunga-track
2479,Tamaki West Roadend to A Frame Hut Track,Tramping Track,15.083333333333334,2.46, 176.028441, -40.119464,tamaki-west-roadend-to-a-frame-hut-track
2480,Tane Mahuta Walk,Short Walk(disabled),0.05,0.13, 173.527973, -35.600425,tane-mahuta-walk
2481,Tangoio Falls Track,Walking Track,14.15,3.66, 176.882151, -39.288405,tangoio-falls-track
2482,Taonui Workers Track -haeremaere Section,Walking Track,3.0166666666666666,1.25, 175.374128, -39.361315,taonui-workers-track-haeremaere-section
2483,Tapeka Pt Track,Walking Track,1.0666666666666667,0.44, 174.119603, -35.245428,tapeka-pt-track
2484,Tapotupotu to Cape Reinga Track (icon),Tramping Track,15.066666666666666,3.68, 172.712257, -34.434547,tapotupotu-to-cape-reinga-track-icon
2485,Taramakau Valley to Townsend Hut Route,Route,2.0166666666666666,2.21, 171.777510, -42.774240,taramakau-valley-to-townsend-hut-route
2486,Taranaki Falls Track,Walking Track,22.016666666666666,6.06, 175.542984, -39.199575,taranaki-falls-track
2487,Tararu Track,Tramping Track,2.7666666666666666,5.38, 175.556191, -37.090752,tararu-track
2488,Tarawaere Dam Track,Tramping Track,1.0166666666666666,2.07, 175.665961, -37.069403,tarawaere-dam-track
2489,Tarawaere/waterfall /billygoat Link  Tt,Tramping Track,15.033333333333333,2.99, 175.669741, -37.072864,tarawaere-waterfall-billygoat-link-tt
2490,Tarawera Falls to Lake Tarawera Shortcut,Walking Track,0.11666666666666667,0.24, 176.518921, -38.166053,tarawera-falls-to-lake-tarawera-shortcut
2491,Tarawera Falls to Lake Tarawera Track,Walking Track,15.033333333333333,4.48, 176.501002, -38.182784,tarawera-falls-to-lake-tarawera-track
2492,Tarawera Falls Walk,Short Walk,2.0,0.84, 176.520001, -38.156354,tarawera-falls-walk
2493,Tarawera Goldmine Track,Track - historic,0.016666666666666666,0.03, 166.697948, -46.038040,tarawera-goldmine-track
2494,Tarawhai (nature Interpretation) Track,Walking Track,4.05,1.97, 176.421605, -38.085616,tarawhai-nature-interpretation-track
2495,Tarn Easement,Tramping Track,1.1,0.63, 171.332829, -43.296901,tarn-easement
2496,Tarn Hut Track,Tramping Track,5.666666666666667,9.65, 172.182246, -43.026113,tarn-hut-track
2497,Tarn/rintoul/slatey Route,Tramping Track,9.533333333333333,18.41, 173.167194, -41.549348,tarn-rintoul-slatey-route
2498,Tarnbrae Track Tat A2o,Walking Track,7.083333333333333,17.82, 169.826550, -44.361146,tarnbrae-track-tat-a2o
2499,Taronui Bay Track,Walking Track,12.016666666666667,3.58, 173.983634, -35.142458,taronui-bay-track
2500,Taruarau Biv to Big Hill Rd Track,Tramping Track,3.35,7.89, 176.269321, -39.541611,taruarau-biv-to-big-hill-rd-track
2501,Tasman Lake Track,Walking Track,3.033333333333333,1.44, 170.171480, -43.702299,tasman-lake-track
2502,Tasman River Track A2o,Tramping Track,3.9166666666666665,10.85, 170.151106, -43.775799,tasman-river-track-a2o
2503,Tataraimaka Pa Hr Track,Short Walk,0.05,0.14, 173.890764, -39.133252,tataraimaka-pa-hr-track
2504,Tatare Tunnels Walk,Walking Track,5.083333333333333,1.84, 170.210427, -43.390908,tatare-tunnels-walk
2505,Tataweka Hut to Junction With Te Pua -ot,Route,5.55,11.55, 177.218518, -38.457891,tataweka-hut-to-junction-with-te-pua-ot
2506,Tauherenikau Gorge Track,Tramping Track,1.15,2.36, 175.333016, -41.065292,tauherenikau-gorge-track
2507,Taumarumaru Coastal Track,Short Walk,1.0666666666666667,2.53, 173.505148, -34.991260,taumarumaru-coastal-track
2508,Taumatawahine Short Walk,Short Walk,1.1333333333333333,0.61, 175.506056, -36.748532,taumatawahine-short-walk
2509,Taumutu Stm Track,Tramping Track,14.15,4.31, 176.672166, -38.812077,taumutu-stm-track
2510,Taungatara Track,Tramping Track,21.033333333333335,5.48, 174.041538, -39.360414,taungatara-track
2511,Taupiri Lookout Walk,Walking Track,1.05,0.32, 176.645242, -38.609422,taupiri-lookout-walk
2512,Taupo Point Track,Walking Track,1.0833333333333333,2.19, 172.956400, -40.788950,taupo-point-track
2513,Tauranga Bay Crpk to Seal Colony Track,Short Walk(disabled),1.0,0.44, 171.459206, -41.765011,tauranga-bay-crpk-to-seal-colony-track
2514,Tauranga Taupo River Track,Walking Track,1.05,0.66, 175.901623, -38.908511,tauranga-taupo-river-track
2515,Tauranga Taupo River Anglers Track.,Tramping Track,21.116666666666667,6.59, 175.928032, -38.942662,tauranga-taupo-river-anglers-track
2516,Tauranga Track,Walking Track,15.116666666666667,4.8, 177.299409, -38.204411,tauranga-track
2517,Taurawharana Hut to Farmland (maungapoha,Tramping Track,15.083333333333334,3.94, 177.090693, -38.515535,taurawharana-hut-to-farmland-maungapoha
2518,Taurawharona Hut to Otanetea Hut,Route,21.15,5.36, 177.090466, -38.515313,taurawharona-hut-to-otanetea-hut
2519,Taurewa Loop Track,Walking Track,11.066666666666666,3.47, 175.543519, -39.075425,taurewa-loop-track
2520,Tautuku Bay Nature Walk Walking Track,Walking Track,1.0666666666666667,0.55, 169.442826, -46.575888,tautuku-bay-nature-walk-walking-track
2521,Tautuku Estuary Walk,Short Walk,1.0166666666666666,0.48, 169.419116, -46.585198,tautuku-estuary-walk
2522,Tautuku Hut Track,Tramping Track,15.05,4.2, 169.325047, -46.553718,tautuku-hut-track
2523,Tauwhare Pa Historic Site/walk,Short Walk,1.0333333333333334,0.5, 177.069925, -37.981403,tauwhare-pa-historic-site-walk
2524,Tauwhare/tawhana Track Junc. to Whakatane R,Tramping Track,7.666666666666667,13.05, 177.111781, -38.422960,tauwhare-tawhana-track-junc-to-whakatane-r
2525,Tauwharemanuka-tawhana Track,Tramping Track,14.05,3.73, 177.115252, -38.428565,tauwharemanukatawhana-track
2526,Tawa - Kahunui Track,Tramping Track,2.1,5.02, 177.273424, -38.439882,tawa-kahunui-track
2527,Tawa Grove Walk,Short Walk(disabled),1.0,0.42, 174.910529, -41.353349,tawa-grove-walk
2528,Tawa Hut to Koranga Stm Junc,Tramping Track,3.9166666666666665,8.47, 177.322108, -38.424163,tawa-hut-to-koranga-stm-junc
2529,Tawa Loop Track,Walking Track,13.033333333333333,3.41, 175.772028, -40.309092,tawa-loop-track
2530,Tawa Track,Short Walk,2.0166666666666666,0.77, 177.151359, -38.758112,tawa-track
2531,Tawa Walk Pelorus Bridge,Short Walk(disabled),2.0833333333333335,1.15, 173.570973, -41.300970,tawa-walk-pelorus-bridge
2532,Tawarau - Apletre Rd/tawarau Fall Loop T,Tramping Track,21.05,5.38, 174.954947, -38.310340,tawarau-apletre-rd-tawarau-fall-loop-t
2533,Tawarau - Gorge S/bridge to Double Falls,Tramping Track,15.0,3.8, 174.887579, -38.308719,tawarau-gorge-s-bridge-to-double-falls
2534,Tawarau - Gorge S/bridge to Speedies Rd,Tramping Track,21.116666666666667,6.23, 174.887579, -38.308719,tawarau-gorge-s-bridge-to-speedies-rd
2535,Tawarau - Loop Track Junctn to Double Falls,Tramping Track,12.0,3.3, 174.912215, -38.306106,tawarau-loop-track-junctn-to-double-falls
2536,Tawarau - Were Roadend to Gorge S/bridge,Tramping Track,21.05,5.87, 174.879848, -38.344507,tawarau-were-roadend-to-gorge-s-bridge
2537,Tawhai Falls Track,Short Walk,0.15,0.31, 175.513599, -39.175317,tawhai-falls-track
2538,Tawhai Short Walk,Short Walk,0.1,0.2, 171.814868, -42.145673,tawhai-short-walk
2539,Tawhana-te Pua Track,Tramping Track,21.05,5.2, 177.113368, -38.436176,tawhanate-pua-track
2540,Tawhiuau Trig Track,Tramping Track,2.1,2.51, 176.799767, -38.458068,tawhiuau-trig-track
2541,Tawhiwhi Hut to Ngahiramai Hut,Tramping Track,11.016666666666667,2.8, 176.977758, -38.492314,tawhiwhi-hut-to-ngahiramai-hut
2542,Tc Bridge/saxon Falls Route,Route,2.066666666666667,0.95, 172.372676, -41.395363,tc-bridge-saxon-falls-route
2543,Tc Hut to Tc Suspension Bridge,Tramping Track,5.033333333333333,1.73, 172.382690, -41.396312,tc-hut-to-tc-suspension-bridge
2544,Te Ahumata Track,Tramping Track,1.0833333333333333,1.69, 175.438664, -36.247204,te-ahumata-track
2545,Te Ana-au Cave Walk,Walking Track,0.05,0.14, 167.726276, -45.294272,te-anaau-cave-walk
2546,Te Anau Lakeside Walk - Yacht Club to Wi,Walking Track,1.1,0.75, 167.715017, -45.427285,te-anau-lakeside-walk-yacht-club-to-wi
2547,Te Anau Wildlife Centre to Control Gates,Walking Track,5.116666666666666,2.75, 167.713332, -45.433696,te-anau-wildlife-centre-to-control-gates
